row_key,business_need,prd_reference,srs_requirement,requirement_type,requirement_text,evidence_status,implementation_status,roadmap_day,target_artifact,verification_method,acceptance_evidence,safety_critical,open_questions
DR-K03,PRD-NEED-06,PRD-NEED-06,DR-K03,DISCOVERY,"Xác định “không làm được” là no output, wrong output, noisy output hay clinically uninterpretable.",DISCOVERY_REQUIRED,IDENTIFIED,DAY_75,"{'title': 'DR-K04 — Vicon Version, Model, Marker Set & Coordinate Convention Audit', 'outputs': ['clinical/knee-discovery/DR-K04-vicon-model-audit.md', 'data-platform/contracts/vicon/coordinate-convention-evidence.yaml', 'ai-core/notebooks/knee_coordinate_diagnostic.ipynb']}",CLINICAL_DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-011
DR-K04,PRD-NEED-06,PRD-NEED-06,DR-K04,DISCOVERY,"Xác định Vicon Nexus version, biomechanical model, marker set và coordinate convention.",DISCOVERY_REQUIRED,IDENTIFIED,DAY_76,"{'title': 'DR-K05 — Static Calibration & Anthropometric Inputs Audit', 'outputs': ['clinical/knee-discovery/DR-K05-calibration-anthropometrics.md', 'clinical/knee-discovery/calibration-checklist.v0.1.yaml']}",CLINICAL_DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-012
DR-K05,PRD-NEED-06,PRD-NEED-06,DR-K05,DISCOVERY,Xác định static calibration và anthropometric parameters được nhập thủ công.,DISCOVERY_REQUIRED,IDENTIFIED,DAY_77,"{'title': 'DR-K06 — Population, Task, Failure Frequency & Workaround', 'outputs': ['clinical/knee-discovery/DR-K06-population-task-frequency.md', 'clinical/knee-discovery/knee-workaround-time-log.csv']}",CLINICAL_DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-013
DR-K06,PRD-NEED-06,PRD-NEED-06,DR-K06,DISCOVERY,"Xác định nhóm bệnh nhân/task có failure, frequency và current workaround.",DISCOVERY_REQUIRED,IDENTIFIED,DAY_78,"{'title': 'DR-K07 — Doctor Reference / Comparison Source', 'outputs': ['clinical/knee-discovery/DR-K07-reference-evidence.md', 'clinical/knee-discovery/reference-hierarchy.yaml']}",CLINICAL_DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-014
DR-K07,PRD-NEED-06,PRD-NEED-06,DR-K07,DISCOVERY,Xác định ground/reference bác sĩ dùng để biết output là sai.,DISCOVERY_REQUIRED,IDENTIFIED,DAY_79,"{'title': 'DR-K08 — Success Criterion & Root-Cause Experiments', 'outputs': ['clinical/knee-discovery/DR-K08-success-criterion.md', 'ai-core/pipelines/run_knee_root_cause_diagnostics.py', 'qa-validation/validation-reports/knee-root-cause-experiments-v0.1.md']}",CLINICAL_DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-015
DR-K08,PRD-NEED-06,PRD-NEED-06,DR-K08,DISCOVERY,Xác định success criterion mà bác sĩ mong muốn.,DISCOVERY_REQUIRED,IDENTIFIED,DAY_79;DAY_80,"{'title': 'DR-K08 — Success Criterion & Root-Cause Experiments', 'outputs': ['clinical/knee-discovery/DR-K08-success-criterion.md', 'ai-core/pipelines/run_knee_root_cause_diagnostics.py', 'qa-validation/validation-reports/knee-root-cause-experiments-v0.1.md']};{'title': 'Knee/ACL Root-Cause Decision — GATE F / M7', 'outputs': ['docs/00-executive/gates/GATE-F-knee-root-cause.md', 'docs/00-executive/milestones/M7-knee-discovery-decision.md', 'clinical/knee-discovery/knee-decision-record.v1.0.md']}",CLINICAL_DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-016
NFR-001,PRD-NS-01,PRD-NS-01,NFR-001,NON_FUNCTIONAL,Reproducibility: Cùng input + cùng config/version phải tạo cùng output trong tolerance xác định.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_07;DAY_19;DAY_20;DAY_38;DAY_39;DAY_41;DAY_42;DAY_45;DAY_47;DAY_51;DAY_60;DAY_82;DAY_84;DAY_89;DAY_90,"{'title': 'Legacy Asset Audit & Disposition Matrix', 'outputs': ['docs/00-executive/rebaseline/legacy-asset-disposition.v1.0.md', 'qa-validation/regression/legacy-regression-scope.v1.0.yaml', 'docs/00-executive/rebaseline/technical-debt-register.v1.0.md']};{'title': 'Ingestion Integration: Cross-Rate, Failure Safety & Provenance', 'outputs': ['services/signal-ingestion-service/src/application/ingest_session.py', 'qa-validation/automated-tests/integration/test_ingestion_e2e.py', 'docs/05-data/ingestion-failure-taxonomy.md']};{'title': 'Real Data Contract Freeze & GATE B', 'outputs': ['data-platform/contracts/noraxon/contract-freeze-v1.0.md', 'qa-validation/validation-reports/ingestion-real-data-validation-v1.0.md', 'docs/00-executive/gates/GATE-B-real-data-readiness.md']};{'title': 'QC Versioning, Reproducibility & Regression Suite', 'outputs': ['services/quality-gate-service/src/versioning/qc_version.py', 'qa-validation/regression/qc-v0.1-regression.yaml', 'qa-validation/automated-tests/qc/test_qc_reproducibility.py']};{'title': 'QC Core Freeze & GATE C', 'outputs': ['qa-validation/validation-reports/qc-core-technical-validation-v0.1.md', 'docs/00-executive/gates/GATE-C-qc-readiness.md', 'configs/qc/site-motionlab-v0.1.freeze.yaml']};{'title': 'Band-Pass Filter Implementation & Analytical Verification', 'outputs': ['packages/semg-core/src/filters/bandpass.py', 'qa-validation/automated-tests/dsp/test_bandpass.py', 'qa-validation/validation-reports/bandpass-analytical-v0.1.md']};{'title': 'Notch Filter: Configurable & Evidence-Preserving', 'outputs': ['packages/semg-core/src/filters/notch.py', 'qa-validation/automated-tests/dsp/test_notch.py', 'qa-validation/validation-reports/notch-analytical-v0.1.md']};{'title': 'Raw-to-Processed Provenance Chain & Processing Manifest', 'outputs': ['services/preprocessing-service/src/provenance/processing_manifest.py', 'packages/common-schemas/json/processing-manifest.schema.json', 'qa-validation/automated-tests/dsp/test_processing_lineage.py']};{'title': 'PSD Foundation & MDF/MNF Metric Validation', 'outputs': ['packages/semg-core/src/spectral/psd.py', 'services/feature-extraction-service/src/metrics/mdf_mnf.py', 'qa-validation/automated-tests/metrics/test_spectral_metrics.py']};{'title': 'Processing + Metric Engine Freeze — M3', 'outputs': ['qa-validation/validation-reports/processing-metric-engine-v1.0.md', 'configs/preprocessing/motionlab-semG-v0.1.freeze.yaml', 'docs/00-executive/milestones/M3-processing-metrics-ready.md']};{'title': 'Offline Copilot End-to-End Integration — M4', 'outputs': ['scripts/run_motionlab_offline_copilot.py', 'qa-validation/automated-tests/integration/test_offline_copilot_e2e.py', 'docs/00-executive/milestones/M4-offline-copilot-e2e.md']};{'title': 'Parser & Data-Integrity Validation on Locked Real Data', 'outputs': ['qa-validation/validation-reports/retrospective-ingestion-validation-v1.0.md', 'ai-core/metrics/ingestion_metrics.v1.0.json', 'scripts/validate_locked_ingestion.py']};{'title': 'Processing & Metric Analytical + Real-Data Validation', 'outputs': ['qa-validation/validation-reports/retrospective-processing-metrics-v1.0.md', 'scripts/validate_metrics_retrospective.py', 'ai-core/metrics/metric_eligibility_metrics.v1.0.json']};{'title': 'Controlled Pilot Readiness Package: Risk, Monitoring, Rollback & Runbook', 'outputs': ['ops/pilot/pilot-readiness-checklist.v1.0.md', 'ops/pilot/pilot-runbook.v1.0.md', 'ops/pilot/rollback-plan.v1.0.md', 'security-compliance/risk/risk-register-v1.0.md']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,false,
NFR-002,PRD-NS-01,PRD-NS-01,NFR-002,NON_FUNCTIONAL,Traceability: 100% metrics/draft outputs có source + processing/config + version.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_11;DAY_12;DAY_46;DAY_50;DAY_55;DAY_65;DAY_87;DAY_90,"{'title': 'Immutable Raw, Source Hashing & SourceRecord Ledger', 'outputs': ['packages/common-schemas/json/source-record.schema.json', 'data-platform/storage/raw-immutability-policy.md', 'services/signal-ingestion-service/src/provenance/source_ledger.py']};{'title': 'Canonical Session, Signal & ProtocolContext Contract', 'outputs': ['packages/common-schemas/json/session.schema.json', 'packages/common-schemas/json/signal.schema.json', 'packages/common-schemas/json/protocol-context.schema.json', 'packages/common-schemas/json/session.schema.json']};{'title': 'Metric Registry v0.1: RMS & MAV', 'outputs': ['services/feature-extraction-service/src/metrics/rms.py', 'services/feature-extraction-service/src/metrics/mav.py', 'services/feature-extraction-service/src/registry.py', 'qa-validation/automated-tests/metrics/test_time_domain_metrics.py']};{'title': 'Session Evidence Bundle: QC + Processing + Metrics + Limitations', 'outputs': ['packages/common-schemas/json/session-evidence.schema.json', 'services/feature-extraction-service/src/application/build_evidence_bundle.py', 'qa-validation/automated-tests/metrics/test_evidence_bundle.py']};{'title': 'QC / Raw / Processed / Provenance Read API', 'outputs': ['services/api-server/src/sessions/session_evidence_api.py', 'services/api-server/openapi/session-evidence.v1.yaml', 'qa-validation/automated-tests/api/test_session_evidence_api.py']};{'title': 'Pressure Canonical Contract & Ingestion', 'outputs': ['packages/common-schemas/json/pressure-signal.schema.json', 'services/signal-ingestion-service/src/normalization/pressure_mapper.py', 'qa-validation/automated-tests/pressure/test_pressure_ingestion.py']};{'title': 'KPI Analysis & Retrospective Clinical Validation — M8', 'outputs': ['qa-validation/validation-reports/M8-retrospective-validation-summary.md', 'docs/00-executive/milestones/M8-retrospective-clinical-validation.md', 'ai-core/metrics/pilot_kpi_snapshot.v0.1.json']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,false,
NFR-003,PRD-NS-01,PRD-NS-01,NFR-003,NON_FUNCTIONAL,Data integrity: Raw immutable; checksum validation; processed data không overwrite raw.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_43;DAY_90,"{'title': 'Rectification, Smoothing & Window Masking', 'outputs': ['packages/semg-core/src/transforms/rectify.py', 'packages/semg-core/src/transforms/smooth.py', 'packages/semg-core/src/masking.py', 'qa-validation/automated-tests/dsp/test_transforms_and_masking.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,true,
NFR-004,PRD-NS-01,PRD-NS-01,NFR-004,NON_FUNCTIONAL,Privacy: Không hiển thị/ghi log định danh không cần thiết; data người thật phải qua policy approved.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_05;DAY_33;DAY_69;DAY_73;DAY_81;DAY_90,"{'title': 'Privacy, PHI & De-identification Gate', 'outputs': ['security-compliance/privacy/motionlab-data-classification.v0.1.md', 'security-compliance/privacy/deidentification-sop.v0.1.md', 'security-compliance/privacy/patient-data-access-matrix.v0.1.yaml']};{'title': 'Clinician-Annotated Real Windows — Round 1', 'outputs': ['qa-validation/evidence/qc-annotation-round1.manifest.yaml', 'qa-validation/test-data/golden/qc/expert_windows/README.md', 'clinical/review/qc-annotation-round1-summary.md']};{'title': 'Abnormal / Pathological Gait Evaluation Set', 'outputs': ['clinical/pressure/pressure-evaluation-cohort.v0.1.yaml', 'qa-validation/test-data/golden/pressure/evaluation-manifest.yaml', 'clinical/pressure/pressure-reference-evidence.md']};{'title': 'DR-K01 — Capture One Real Knee/ACL Failure Case', 'outputs': ['clinical/knee-discovery/DR-K01-failure-case-manifest.yaml', 'clinical/knee-discovery/DR-K01-evidence-notes.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,true,
NFR-005,PRD-NS-01,PRD-NS-01,NFR-005,NON_FUNCTIONAL,RBAC: Role-based access tối thiểu: operator/doctor/admin/research/technical reviewer theo pilot.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_53;DAY_54;DAY_59;DAY_62;DAY_85;DAY_90,"{'title': 'Immutable Audit Event Schema & Append-Only Store', 'outputs': ['packages/common-schemas/json/audit-event.schema.json', 'services/api-server/src/audit/audit_store.py', 'qa-validation/automated-tests/workflow/test_audit_store.py']};{'title': 'Doctor Review Action API: Accept / Override / Reprocess / Re-measure / Inconclusive', 'outputs': ['services/api-server/src/review/review_actions.py', 'packages/common-schemas/json/review.schema.json', 'qa-validation/automated-tests/workflow/test_review_actions.py']};{'title': 'Review Queue & Clinician Action Workflow UI', 'outputs': ['apps/web-portal/src/components/clinical/ReviewActions.tsx', 'apps/web-portal/src/app/sessions/[id]/review/page.tsx', 'apps/web-portal/src/tests/e2e/review-actions.spec.ts']};{'title': 'Workflow RBAC, Audit & Failure-State Test Pack', 'outputs': ['qa-validation/scenario-tests/doctor-workflow-safety.v1.0.yaml', 'qa-validation/automated-tests/security/test_review_rbac.py', 'qa-validation/validation-reports/workflow-safety-v0.1.md']};{'title': 'Workflow Safety, RBAC, Audit & Fail-Closed Validation', 'outputs': ['qa-validation/validation-reports/workflow-safety-validation-v1.0.md', 'qa-validation/scenario-tests/pilot-safety-matrix.v1.0.yaml', 'scripts/run_safety_validation.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,false,
NFR-006,PRD-NS-01,PRD-NS-01,NFR-006,NON_FUNCTIONAL,Auditability: Mọi override/approval/reprocess có timestamp và user.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_90,"{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,true,
NFR-007,PRD-NS-01,PRD-NS-01,NFR-007,NON_FUNCTIONAL,Availability: Offline/near-offline clinical workflow không được phụ thuộc cloud Internet nếu Vinmec yêu cầu on-prem.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_90,"{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,false,
NFR-008,PRD-NS-01,PRD-NS-01,NFR-008,NON_FUNCTIONAL,Performance: Offline analysis phải hoàn thành đủ nhanh để giảm tổng manual time; SLA cụ thể chốt sau profiling data.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_86;DAY_90,"{'title': 'Paired Time-Motion Study: Manual vs Offline Copilot', 'outputs': ['clinical/studies/time-motion-paired-results.csv', 'clinical/studies/time-motion-analysis-v1.0.md', 'scripts/analyze_time_motion.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,false,
NFR-009,PRD-NS-01,PRD-NS-01,NFR-009,NON_FUNCTIONAL,Explainability: QC/abstention/metric eligibility phải có reason code người dùng hiểu được.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_04;DAY_21;DAY_34;DAY_67;DAY_70;DAY_88;DAY_90,"{'title': 'Clinical Data-Quality Taxonomy: Artifact vs Physiological Variation', 'outputs': ['clinical/quality/qc-taxonomy.v0.1.yaml', 'clinical/quality/artifact-vs-physiology-guidance.v0.1.md', 'packages/common-schemas/json/quality-reason-codes.schema.json']};{'title': 'QC Taxonomy & Machine-Readable Reason-Code Contract', 'outputs': ['clinical/quality/qc-taxonomy.v0.2.yaml', 'packages/common-schemas/json/qc-result.schema.json', 'services/quality-gate-service/config/reason-codes.v0.1.yaml']};{'title': 'Reviewer Agreement & QC Adjudication', 'outputs': ['ai-core/notebooks/05_reviewer_agreement_analysis.ipynb', 'qa-validation/evidence/qc-adjudication-round1.md', 'qa-validation/validation-reports/qc-reviewer-agreement-v0.1.md']};{'title': 'Deterministic Left/Right Assignment Baseline', 'outputs': ['services/quality-gate-service/src/pressure/lr_rules.py', 'configs/pressure/lr-rules-v0.1.yaml', 'qa-validation/automated-tests/pressure/test_lr_rules.py']};{'title': 'Pressure Rule Evaluation & Error Analysis', 'outputs': ['qa-validation/validation-reports/pressure-rule-evaluation-v0.1.md', 'scripts/evaluate_pressure_lr.py', 'ai-core/metrics/pressure_lr_metrics.v0.1.json']};{'title': 'Human-Factors Remediation, SOP & Training Package', 'outputs': ['ops/pilot/motionlab-operator-sop.v1.0.md', 'clinical/training/doctor-review-training.v1.0.md', 'clinical/training/pilot-scenarios.v1.0.yaml', 'docs/00-executive/day88-remediation-log.md']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,true,
NFR-010,PRD-NS-01,PRD-NS-01,NFR-010,NON_FUNCTIONAL,Compatibility: Không yêu cầu thay đổi acquisition hardware ở P0.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_18;DAY_90,"{'title': 'Minimal Optional Vicon Stacked-Section Parser', 'outputs': ['services/signal-ingestion-service/src/adapters/vicon_stacked_csv.py', 'data-platform/contracts/vicon/stacked-sections.v0.1.yaml', 'qa-validation/automated-tests/ingestion/test_vicon_stacked_csv.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,false,
NFR-011,PRD-NS-01,PRD-NS-01,NFR-011,NON_FUNCTIONAL,"Versioning: Data schema, QC config, preprocessing, metric registry và model/rule đều versioned.",VERIFIED_DOCUMENTED,IDENTIFIED,DAY_01;DAY_14;DAY_35;DAY_40;DAY_90,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Vendor-to-Canonical Channel Ontology & Metadata Completeness Policy', 'outputs': ['clinical/ontologies/muscle-channel-ontology.v0.1.yaml', 'configs/validation/metadata-policy.v0.1.yaml', 'services/signal-ingestion-service/src/normalization/channel_mapper.py']};{'title': 'QC Threshold Configuration v0.1 — Evidence-Gated', 'outputs': ['configs/qc/site-motionlab-v0.1.yaml', 'docs/06-ai-signal-processing/qc-threshold-rationale.v0.1.md', 'qa-validation/automated-tests/qc/test_threshold_boundaries.py']};{'title': 'Protocol-Specific Preprocessing Profile Contract', 'outputs': ['configs/preprocessing/processing-profile.schema.yaml', 'configs/preprocessing/motionlab-semG-v0.1.yaml', 'packages/common-schemas/json/preprocessing-profile.schema.json']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,false,
NFR-012,PRD-NS-01,PRD-NS-01,NFR-012,NON_FUNCTIONAL,"Failure safety: Khi parser/QC/model lỗi, hệ thống fail closed: không tạo final-looking clinical result.",VERIFIED_DOCUMENTED,IDENTIFIED,DAY_15;DAY_29;DAY_31;DAY_36;DAY_52;DAY_61;DAY_72;DAY_90,"{'title': 'Corrupted Fixture Factory for Data Contracts', 'outputs': ['qa-validation/test-data/synthetic/generators/noraxon_corruption_factory.py', 'qa-validation/test-data/golden/noraxon/corrupted/manifest.yaml', 'qa-validation/automated-tests/ingestion/test_corrupted_fixtures.py']};{'title': 'Data-QC Integration: Timestamp, Unit & Multimodal Sync Failure', 'outputs': ['services/quality-gate-service/src/detectors/data_integrity.py', 'packages/common-schemas/json/qc-data-quality-codes.schema.json', 'qa-validation/automated-tests/qc/test_data_integrity_qc.py']};{'title': 'QC Blocking, Abstention & Metric-Handoff Contract', 'outputs': ['packages/common-schemas/json/quality-eligibility.schema.json', 'services/quality-gate-service/src/application/quality_gate.py', 'qa-validation/automated-tests/qc/test_quality_handoff.py']};{'title': 'Clinical Edge-Case Stress Set: Preserve Physiology', 'outputs': ['qa-validation/scenario-tests/qc-clinical-edge-cases.v0.1.yaml', 'clinical/quality/physiology-preservation-test-guide.md', 'qa-validation/validation-reports/qc-edge-case-review-v0.1.md']};{'title': 'Doctor Review State Machine Contract', 'outputs': ['clinical/workflows/doctor-review-state-machine.v1.0.md', 'packages/common-schemas/json/review-state-machine.schema.json', 'qa-validation/automated-tests/workflow/test_review_state_machine.py']};{'title': 'Draft Technical Analysis & Finalization Safety Gate', 'outputs': ['services/report-generation-service/src/draft_analysis.py', 'clinical/reporting/draft-analysis-language-policy.v1.0.md', 'qa-validation/automated-tests/reporting/test_finalization_gate.py']};{'title': 'Plantar Pressure Formal Decision — GATE E / M6', 'outputs': ['docs/00-executive/gates/GATE-E-pressure-p1.md', 'docs/00-executive/milestones/M6-pressure-decision.md', 'clinical/pressure/pressure-p1-limitations.md']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",SYSTEM_VERIFICATION;REQUIREMENT_REVIEW,Versioned test/evidence artifact produced on planned day,true,
AC-01,PRD-NS-01,PRD-NS-01,AC-01,ACCEPTANCE_CRITERION,Parser ingest thành công tập sample MR4 single + separated và tạo canonical session không mất raw.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_09;DAY_10;DAY_15;DAY_16;DAY_17;DAY_19;DAY_20;DAY_82;DAY_89;DAY_90,"{'title': 'Noraxon Single-CSV Golden Contract', 'outputs': ['data-platform/contracts/noraxon/mr4-single-csv.schema.yaml', 'data-platform/contracts/noraxon/mr4-single-csv-examples.md', 'qa-validation/test-data/golden/noraxon/single_csv/README.md']};{'title': 'Noraxon Separated-CSV + info.csv Golden Contract', 'outputs': ['data-platform/contracts/noraxon/mr4-separated.schema.yaml', 'data-platform/contracts/noraxon/mr4-signal-file.schema.yaml', 'qa-validation/test-data/golden/noraxon/separated_csv/README.md']};{'title': 'Corrupted Fixture Factory for Data Contracts', 'outputs': ['qa-validation/test-data/synthetic/generators/noraxon_corruption_factory.py', 'qa-validation/test-data/golden/noraxon/corrupted/manifest.yaml', 'qa-validation/automated-tests/ingestion/test_corrupted_fixtures.py']};{'title': 'MR4 Single-CSV Parser Implementation', 'outputs': ['services/signal-ingestion-service/src/adapters/noraxon_single_csv.py', 'qa-validation/automated-tests/ingestion/test_noraxon_single_csv.py']};{'title': 'MR4 Separated-CSV Parser Implementation', 'outputs': ['services/signal-ingestion-service/src/adapters/noraxon_separated_csv.py', 'qa-validation/automated-tests/ingestion/test_noraxon_separated_csv.py']};{'title': 'Ingestion Integration: Cross-Rate, Failure Safety & Provenance', 'outputs': ['services/signal-ingestion-service/src/application/ingest_session.py', 'qa-validation/automated-tests/integration/test_ingestion_e2e.py', 'docs/05-data/ingestion-failure-taxonomy.md']};{'title': 'Real Data Contract Freeze & GATE B', 'outputs': ['data-platform/contracts/noraxon/contract-freeze-v1.0.md', 'qa-validation/validation-reports/ingestion-real-data-validation-v1.0.md', 'docs/00-executive/gates/GATE-B-real-data-readiness.md']};{'title': 'Parser & Data-Integrity Validation on Locked Real Data', 'outputs': ['qa-validation/validation-reports/retrospective-ingestion-validation-v1.0.md', 'ai-core/metrics/ingestion_metrics.v1.0.json', 'scripts/validate_locked_ingestion.py']};{'title': 'Controlled Pilot Readiness Package: Risk, Monitoring, Rollback & Runbook', 'outputs': ['ops/pilot/pilot-readiness-checklist.v1.0.md', 'ops/pilot/pilot-runbook.v1.0.md', 'ops/pilot/rollback-plan.v1.0.md', 'security-compliance/risk/risk-register-v1.0.md']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,false,
AC-02,PRD-NS-01,PRD-NS-01,AC-02,ACCEPTANCE_CRITERION,Mọi signal có sampling/unit/provenance rõ hoặc được flag thiếu.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_13;DAY_90,"{'title': 'Unit / Time / Count / Sampling Validation Engine', 'outputs': ['services/signal-ingestion-service/src/validation/time_count_unit.py', 'data-platform/contracts/unit-registry.v0.1.yaml', 'qa-validation/automated-tests/ingestion/test_time_count_unit.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,false,
